book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn13,original_publication_year,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,Cluster
690,9742,9742,1716451,62,9780307237700.0,2006.0,3.69,110873,114115,4511,7053,7808,28645,40177,30432,0
691,10569,10569,150292,122,9780743455960.0,1999.0,4.31,131481,151918,11807,1361,3497,18862,51470,76728,0
692,1472878,1472878,1463850,61,9780312364080.0,2008.0,4.04,121966,131124,11137,2074,6448,25649,46852,50101,0
693,455373,455373,2651694,122,9780345418980.0,1987.0,3.77,128244,135005,2313,1851,9728,40085,49513,33828,0
694,2120652,2120652,1470370,47,9780312348670.0,2008.0,3.7,124812,129614,4743,3289,10895,39052,44476,31902,0
695,18214414,18214414,25639104,109,9780316206880.0,2014.0,4.03,120008,145146,13549,1330,4361,27130,67680,44645,1
696,43814,43814,3241580,111,9780345476880.0,1985.0,4.05,141299,150967,3097,1531,6801,30996,54376,57263,0
697,9118135,9118135,14893776,49,9780062049800.0,2011.0,3.85,124837,135740,14781,2243,8179,32560,57115,35643,1
698,13539044,13539044,2915346,75,9780374533570.0,2008.0,4.0,110939,129408,11059,1493,5495,25882,54594,41944,1
699,33507,33507,1112418,1691,9780760728500.0,1869.0,3.86,121112,148698,4608,2333,8924,38817,55211,43413,0
700,16181,16181,1745738,63,9780743272490.0,2005.0,3.88,124786,130800,4166,2456,6856,33052,49899,38537,0
701,14942,14942,841320,572,9780151009980.0,1925.0,3.78,136327,158347,6360,6254,13779,37308,52528,48478,0
702,13486632,13486632,10365993,173,9781843913730.0,2009.0,3.81,92275,137865,16350,4096,11094,31788,50610,40277,1
703,10589,10589,3254516,134,9780671024240.0,1998.0,3.87,131004,137867,3087,2377,9330,35689,46716,43755,0
704,4687,4687,3875895,114,9780786226740.0,1985.0,4.1,124876,134263,3170,1250,4327,23669,55302,49715,0
705,10605,10605,2791999,132,9780451190760.0,1984.0,3.66,130219,136473,1641,2810,13288,44786,41617,33972,0
706,54479,54479,4537271,1903,9780140449070.0,1872.0,3.9,117108,141132,4341,1273,6693,36897,55603,40666,0
707,53496,53496,1237212,65,9780060739490.0,1994.0,3.95,129350,132970,5530,3251,8401,29328,43060,48930,0
708,1430,1430,1950213,194,9780060589290.0,2003.0,3.69,102206,116141,5444,4444,11306,31202,38487,30702,0
709,4009,4009,1839377,155,9780316767730.0,1953.0,4.19,105138,117297,3423,1416,3591,18615,41479,52196,0
710,13747,13747,3338312,64,9780316109700.0,2005.0,3.67,121373,129563,7434,4405,11803,37340,44811,31204,0
711,764347,764347,750423,62,9781416912040.0,2007.0,4.18,143892,152643,15376,3032,5976,22062,50286,71287,0
712,10988,10988,3123704,96,9780385335980.0,1996.0,4.34,123736,145728,5743,584,2679,18529,48756,75180,0
713,13414446,13414446,18712554,61,9780399256770.0,2013.0,4.29,149702,160193,12663,1213,3659,21004,56370,77947,1
714,12938,12938,2342136,1108,9780743482770.0,1603.0,3.89,135448,147282,3079,2825,10502,36179,47682,50094,0
715,12898,12898,2722054,139,9780435233080.0,1949.0,3.49,132061,147597,3486,6733,19241,46338,46051,29234,0
716,531350,25402194,2416287,101,9780446579930.0,2007.0,3.99,93479,128525,6808,2160,7288,28349,42867,47861,0
717,11742691,11742691,16692130,11,9780545422900.0,2012.0,4.51,119915,120075,384,1968,2226,10191,24365,81325,1
719,76334,76334,2567181,45,9780452287590.0,2005.0,4.02,106211,113457,5862,4424,7162,19384,32949,49538,0
720,2880,2880,1854946,34,9781591164420.0,2002.0,4.21,120004,120433,890,2644,5380,18982,30554,62873,0
721,17571564,17571564,24510592,24,9781451666180.0,2013.0,4.17,118910,131008,10136,4313,5424,17787,39701,63783,1
722,9539,9539,6591373,83,9780812513740.0,1992.0,4.21,122524,130562,2145,930,3327,20346,48728,57231,0
723,33600,33600,3174890,101,9781920769210.0,2003.0,4.26,95213,111838,10295,2188,4308,13378,34106,57858,0
724,2233407,2233407,3159807,67,9780441015890.0,2008.0,4.01,151095,161814,3500,946,5941,37809,62516,54602,0
725,34084,34084,1810634,151,9780670032560.0,1991.0,4.24,117483,135257,3844,801,3169,19831,50959,60497,0
726,2373,2373,2589896,109,9780451188460.0,1997.0,4.18,120541,125250,1785,1165,3101,20494,47836,52654,0
727,101299,101299,23684,183,9780375408270.0,1995.0,3.73,119911,141705,8529,2975,10982,39603,55731,32414,0
728,759611,759611,810506,77,9780805047900.0,1967.0,4.19,125668,127162,2731,2280,6108,22298,31492,64984,0
729,77566,77566,1383900,107,9780553283690.0,1989.0,4.21,122225,130489,5640,2284,5503,18329,41131,63242,0
730,5308,5308,195832,233,9780142000690.0,1947.0,3.41,133264,145891,6121,8757,18361,48458,45467,24848,0
731,179780,179780,1945267,1,9780061007220.0,1971.0,4.14,124467,130575,2850,2211,4877,22809,43470,57208,0
732,7937462,7937462,11342428,93,9780316125580.0,2009.0,3.51,145874,159769,9885,7314,21317,50829,43629,36680,0
733,77142,77142,1677615,97,9780679764020.0,1994.0,3.8,131945,136212,3881,2507,9023,35994,54408,34280,0
734,546018,546018,2529422,102,9780440174650.0,1976.0,4.42,118951,122585,2644,784,1951,12877,36557,70416,0
735,96358,96358,551787,69,9780930289450.0,1988.0,4.36,113855,123312,3711,883,2751,14311,38045,67322,0
736,16981,16981,170957,109,9780679732760.0,1952.0,3.84,123073,127464,4160,4351,10006,28935,43080,41092,0
737,43015,43015,825414,68,9780374105240.0,2007.0,4.14,116260,121841,9015,1424,3801,20057,46963,49596,0
738,9822,9822,839692,73,9780689862200.0,1971.0,4.13,135978,142350,2718,1620,4727,26279,50968,58756,0
739,39662,39662,2248680,132,9780751514630.0,1982.0,4.34,105961,138206,3148,435,2223,17523,48177,69848,0
740,114345,114345,2852640,14,9780060529960.0,1953.0,4.33,124320,128880,2016,2304,3046,15651,36875,71004,0
741,33926,33926,33947,61,9780143035470.0,1998.0,3.29,113977,118017,2809,11089,16858,37528,32016,20526,0
743,28881,28881,3346728,51,9780380813810.0,2002.0,4.26,118576,125861,10411,2392,4578,16179,37102,65610,0
744,6708,6708,840520,153,9781577314810.0,1997.0,4.1,104549,112730,5376,3440,6131,17848,33175,52136,0
745,12868761,12868761,17995392,2,9780399159020.0,2012.0,3.9,118475,130593,15544,5179,9769,25994,41884,47767,1
746,127455,127455,2116675,72,9780553804680.0,2006.0,4.3,118751,138021,9655,2360,4377,14772,44719,71793,0
747,518848,518848,3312237,99,9780064471830.0,1995.0,4.17,137047,146144,5652,2911,5797,22367,47814,67255,0
748,5161066,5161066,5228078,68,9780441017160.0,2009.0,4.01,145157,156932,4315,1114,6415,36292,59321,53790,0
749,15753740,15753740,21449403,62,9781439102760.0,2013.0,4.26,109313,125264,13923,1206,3199,15490,47104,58265,1
750,12578077,12578077,17588854,60,9781620610080.0,2011.0,4.23,164832,176296,15367,4284,6932,23256,50731,91093,1
751,8694,8694,74123,142,9780345418910.0,1982.0,4.19,131562,145992,2354,657,3816,25663,53047,62809,0
752,17167166,17167166,21581860,55,9781619630630.0,2013.0,4.49,160485,184381,19450,1092,2478,14391,52781,113639,1
753,29800,29800,30220,34,9781932664090.0,2004.0,4.18,126864,130847,3118,3667,4891,18962,40649,62678,0
754,6366437,6366437,6553801,51,9781416586290.0,2008.0,4.05,110597,119479,10401,820,3719,23221,52865,38854,0
755,386372,386372,1857065,4,9780061020680.0,1987.0,4.22,128450,141887,3081,912,2663,21970,55524,60818,0
756,6644117,6644117,6838626,58,9780373210080.0,2010.0,3.92,158063,163118,10506,5814,11383,34292,50281,61348,0
757,256008,256008,3281465,57,9780671683900.0,1985.0,4.47,111498,116430,5343,1080,2179,10686,29526,72959,0
758,32145,32145,1188203,48,9780393324820.0,2003.0,4.05,122502,128102,10513,1992,5132,24229,49580,47169,0
759,8709527,8709527,13582374,37,9781595143170.0,2011.0,4.22,140599,146134,7698,3103,4901,21147,45060,71923,0
760,9532,9532,3145587,63,9780765342410.0,1998.0,4.3,115521,125744,4587,706,2793,16218,44173,61854,0
761,6063187,6063187,6239469,74,9780385342020.0,2009.0,3.82,119105,126192,6023,3479,9323,32120,42968,38302,0
762,375013,375013,3127624,134,9780340606510.0,1982.0,4.34,108338,113156,1605,1225,2361,12913,36982,59675,0
763,11337,11337,1987778,104,9780452287070.0,1970.0,3.99,109944,121866,4963,2409,6094,24867,45871,42625,0
764,5971165,5971165,13560666,101,9781416563690.0,2009.0,3.9,119739,130446,6293,2295,7115,31384,49549,40103,0
765,92057,92057,47400,105,9780345350690.0,1965.0,4.29,124805,131773,3951,2453,3362,16312,41019,68627,0
766,23754,23754,1228437,68,9781563892270.0,1989.0,4.3,122540,138525,4388,2632,3868,16435,41523,74067,0
767,110737,110737,17572,63,9780345465080.0,1999.0,4.2,111497,116984,3636,1391,3451,18065,41881,52196,0
768,21686,21686,1234227,134,9780380731860.0,2003.0,4.07,113718,124032,6990,1636,4727,22089,49875,45705,0
769,188572,188572,7492217,301,9780553328260.0,1894.0,4.5,109754,126558,2774,471,1125,10089,37928,76945,0
770,13006,13006,2796883,1129,9780198320270.0,1599.0,3.65,119933,135918,3044,3318,13030,42014,46750,30806,0
771,9938498,9938498,14831761,57,9780307408850.0,2011.0,3.81,110481,122989,12570,1951,7701,32350,50986,30001,1
772,30289,30289,1625515,842,9780140449140.0,-380.0,3.9,110274,122747,2261,2772,7531,29394,42284,40766,0
773,47021,47021,3152341,689,9780743477570.0,1593.0,3.81,126318,134240,2370,2869,9611,35666,47453,38641,0
774,13206828,13206828,18390772,51,9780312642980.0,2014.0,4.46,162069,177466,20055,866,2056,14772,56494,103278,1
775,341879,341879,332242,66,9780066211310.0,2010.0,4.14,106542,117400,8415,3268,5377,17142,37031,54582,0
776,567616,567616,347606,8,9780714836260.0,1997.0,3.79,102746,102988,192,7128,7874,22124,28325,37537,0
777,227941,227941,3341834,40,9780767905180.0,2001.0,3.62,101436,103849,2448,8909,9304,24965,29819,30852,0
778,30597,30597,3043569,1206,9780451527880.0,1831.0,3.97,119851,133421,3255,1952,6849,30636,47753,46231,0
779,5211,5211,865827,79,9781400030650.0,1996.0,4.34,99252,104516,7227,1477,3066,11254,31034,57685,0
780,77727,77727,2110010,24,9780836220890.0,1987.0,4.61,117788,118294,684,980,1435,7684,22365,85830,0
781,24765,24765,3278286,66,9780689865400.0,2006.0,3.77,139168,148783,7313,3286,13140,41196,48574,42587,0
782,58345,58345,1970518,452,9780543898080.0,1899.0,3.63,125474,137455,5662,7523,14751,35125,44172,35884,0
783,4134071,4134071,4181277,63,9780312379830.0,2009.0,3.93,138103,146051,3204,4169,10788,32719,41977,56398,0
784,10929,10929,3125926,83,9781401303270.0,2006.0,4.09,102193,106720,6632,958,4221,21064,38962,41515,0
785,32669,32669,5054704,91,9780425144370.0,1989.0,4.08,105317,108638,574,973,3064,21463,44290,38848,0
786,30120,30120,2501867,24,9780060513090.0,1996.0,4.33,111779,114990,1281,1209,2879,15625,32073,63204,0
787,7821447,7821447,10860635,39,9780061992700.0,2010.0,3.98,102560,116368,7386,2279,6246,25054,40835,41954,0
788,23955,135836,1087421,112,9782020336470.0,1993.0,4.07,59453,110677,2029,1757,4329,19778,42833,41980,0
789,29581,29581,1703483,143,9780553803720.0,1952.0,4.2,105595,116241,2054,497,2770,18775,44860,49339,0
790,6596,6596,376130,82,9781878424500.0,1997.0,4.12,97016,112472,6132,2463,5818,19047,33836,51308,0
791,6614960,6614960,6809039,7,9780743296430.0,2010.0,4.01,111239,119767,9871,1155,5434,25143,47540,40495,0
792,22917,22917,1855987,325,9780394709310.0,1812.0,4.31,116324,128007,1851,772,2476,18421,41254,65084,0
793,3980,3980,1384549,83,9780744583270.0,1967.0,4.15,134537,144108,5440,1943,5209,25045,49509,62402,0
794,16130549,16130549,17851499,116,9781476727650.0,2013.0,4.1,95276,116565,13654,1117,4071,19995,48181,43201,1
795,4271,4271,2961843,138,9780140285670.0,1998.0,3.79,101999,112161,2794,1127,5639,32252,49493,23650,0
797,3206011,3206011,3239458,44,9781434768510.0,2008.0,4.15,106351,109134,3011,2800,4867,16969,32636,51862,0
798,7770,7770,98895,49,9780007173690.0,1960.0,4.12,117582,122653,2074,2153,5979,24401,32449,57671,0
799,32423,32423,2200683,99,9780425188800.0,1987.0,4.16,109595,113984,2687,1253,3766,20833,38155,49977,0
800,821611,821611,1602613,298,9780553213870.0,1902.0,4.07,107313,110056,1683,2514,4654,20960,36225,45703,0
801,6224935,6224935,6405647,71,9780525951280.0,2009.0,3.88,98645,111476,11062,1552,6027,26235,47931,29731,0
802,7108001,7108001,6596168,62,9780446563090.0,2010.0,3.7,106336,118704,11875,4404,10413,31741,42104,30042,0
803,271199,271199,542633,17,9781591826030.0,1999.0,4.23,118467,118803,1541,3190,5265,17379,27721,65248,0
804,12985,12985,1359590,956,9780743482840.0,1623.0,3.8,125178,135537,2831,2394,10084,37832,46984,38243,0
805,6917952,6917952,7145410,61,9781905654950.0,2010.0,3.98,120763,129493,2999,3628,8971,27361,35719,53814,0
806,5096,5096,750558,11,9780340829780.0,1997.0,4.24,105026,120708,4070,1040,4034,17762,39468,58404,0
807,18302455,18302455,25791820,89,9780385351390.0,2013.0,3.46,109412,129023,17954,5667,16425,41080,44562,21289,1
808,9673436,9673436,527941,73,9780439813780.0,2007.0,4.23,132159,135507,13128,1601,4222,20022,44895,64767,0
809,5479,5479,39947767,38,9780060776090.0,1932.0,4.16,108124,110115,1012,1215,3784,18335,39753,47028,0
810,1087204,1087204,2192688,17,9781591169150.0,2003.0,4.36,113881,114117,949,2338,3593,13572,26298,68316,0
811,18812405,18812405,26747961,76,9780778316560.0,2014.0,3.81,100936,122753,11244,2697,8081,30628,49795,31552,1
813,18081809,18081809,25391048,51,9781250049380.0,2014.0,3.55,113805,123422,15782,5386,13087,38025,41984,24940,1
814,6262365,6262365,6445600,62,9781905654580.0,2008.0,3.96,127387,137910,3165,4010,9937,29521,38966,55476,0
815,12497,12497,2996445,104,9780375706680.0,2005.0,4.12,100513,110082,6281,1533,3795,16790,45304,42660,0
816,6101138,6101138,6278354,2,9780007230200.0,2009.0,3.85,102936,118705,12827,6673,9916,21464,37421,43231,0
817,6294,6294,2001,75,9780064410340.0,1986.0,4.3,123945,140348,9219,1370,3764,18194,45058,71962,0
818,11570,11570,643924,118,9782226131900.0,2001.0,3.59,115855,122599,1856,5234,14010,36926,36389,30040,0
819,16902,16902,2361393,852,9780691096120.0,1854.0,3.79,108062,120653,3620,5092,10227,27683,39108,38543,0
820,28921,28921,3333111,170,9780571225380.0,1989.0,4.1,105892,121763,7455,1500,5028,21065,46702,47468,0
821,10766509,10766509,15677976,91,9780446547660.0,2010.0,3.91,103915,124564,9610,2688,9119,28642,40370,43745,1
822,10746542,10746542,15657664,110,9780224094150.0,2011.0,3.7,94968,114025,12966,2910,9843,30865,45258,25149,1
823,64863,64863,1299178,81,9780312938990.0,1982.0,3.82,116026,121225,3236,2465,7563,34101,42272,34824,0
824,1554,1554,3098166,498,9781580495940.0,-430.0,3.67,119496,134384,2129,3032,12324,42020,45436,31572,0
825,5960325,5960325,5991850,52,9781400067110.0,2009.0,3.87,106729,114862,8654,1334,5638,28727,49667,29496,0
826,5659,5659,1061285,1150,9780143039100.0,1908.0,3.98,124612,139791,4057,2608,7140,31301,47933,50809,0
828,9516,9516,3303888,39,9780375714570.0,2000.0,4.23,117103,119965,6588,1138,3121,16734,45474,53498,0
829,3087,3087,4574872,557,9781420925430.0,1908.0,3.91,109994,122055,3969,2113,7241,28787,45563,38351,0
830,6931356,6931356,7162394,53,9780316084240.0,2010.0,3.86,136736,146547,11130,5089,10817,33459,47351,49831,0
831,1295102,1295102,1284222,38,9780670010880.0,2008.0,4.01,120475,127649,4950,1910,6407,27658,43875,47799,0
832,268602,479309,1097497,101,9780399151580.0,1995.0,4.13,78028,126781,4462,3226,5211,21254,39535,57555,0
833,5355,5355,1254155,112,9780385339670.0,1994.0,3.76,102715,106806,1337,1706,7154,32686,38347,26913,0
835,204042,204042,197436,49,9781569319000.0,1999.0,4.35,104633,105269,1207,2105,3635,13142,23193,63194,0
836,13227454,13227454,18156927,89,9780812993300.0,2012.0,3.89,94012,113876,14583,1925,6032,26242,48627,31050,1
837,13262783,13262783,18464379,66,9780307931890.0,2012.0,3.99,121863,133960,15539,2994,7882,26109,47403,49572,1
838,8648,8648,1150594,79,9780312861870.0,1991.0,3.77,104467,115183,3217,1842,8424,33016,43038,28863,0
839,24128,24128,2682703,1088,9780743477570.0,1596.0,3.78,115621,128289,2616,1925,9212,36917,46745,33490,0
840,402093,402093,1755568,120,9780440178000.0,1975.0,4.37,104339,115527,3075,872,2373,13468,35713,63101,0
841,42900,42900,1214837,52,9780451219370.0,2006.0,4.45,134249,142754,5926,1196,2744,14043,36965,87806,0
842,16096824,16096824,21905102,54,9781619634440.0,2015.0,4.29,167848,188723,25463,3499,6586,22541,56042,100055,1
843,13584236,13584236,19171215,31,9780345803570.0,2012.0,4.13,76876,101613,6275,5505,6427,13235,20763,55683,1
844,293595,293595,680304,42,9780689835680.0,1989.0,4.21,105192,116089,3318,2524,5879,18923,26523,62240,0
845,6393631,6393631,6582125,28,9780545132050.0,2009.0,4.19,98628,102804,6516,3201,4369,15206,26690,53338,0
846,5472,5472,2966408,51,9780151010260.0,1950.0,4.26,116197,118761,1293,1212,3276,16511,40583,57179,0
847,5161,5161,1207024,48,9780140286270.0,1996.0,3.84,102733,104471,1095,1741,6092,27939,39820,28879,0
848,12555,12555,1898187,79,9780345457370.0,2001.0,3.98,99926,105274,2871,730,3502,23935,46287,30820,0
849,402013,402013,108471,67,9780060288140.0,1999.0,3.74,112733,118893,3833,4507,10953,31648,35061,36724,0
850,13538873,13538873,6736543,88,9780374214910.0,2012.0,3.75,110552,127396,20150,2419,9582,34956,50973,29466,1
851,43448,43448,3311885,111,9780743496320.0,1979.0,3.79,109063,122259,6055,4467,10284,30206,38523,38779,0
853,139463,139463,3264295,49,9780590452040.0,1990.0,3.86,99831,104657,3689,2697,7804,25881,33058,35217,0
854,22290,12813565,849507,87,9780099285440.0,1999.0,4.0,54937,99936,4657,1625,5710,20718,35026,36857,0
855,1625,1625,3267921,861,9780743482780.0,1601.0,3.97,119607,128893,2615,1494,6329,29985,47546,43539,0
856,12936,12936,2134456,73,9780385732570.0,2000.0,3.8,114917,127810,9480,1516,8009,36770,49694,31821,0
857,902,902,869832,38,9780142401200.0,1978.0,4.03,117108,124343,7814,2682,6710,24165,41664,49122,0
858,15839976,15839976,21580644,83,9780345539790.0,2014.0,4.26,104939,128188,15775,2341,4309,15037,42448,64053,1
859,3227063,3227063,3261241,48,9780316033670.0,2008.0,4.15,109236,114492,4025,2049,4811,17366,39470,50796,0
860,30868,30868,1095121,48,9780812474950.0,1988.0,3.94,105032,113568,5259,1401,5007,25764,47738,33658,0
861,15745950,15745950,21436019,58,9781476712990.0,2013.0,4.23,134022,145114,11348,2597,5841,20243,42657,73776,1
862,17332218,17332218,16482835,34,9780765326360.0,2014.0,4.77,73572,108176,7261,154,404,2653,18272,86693,1
863,301736,301736,45331,148,9780763600140.0,1988.0,4.36,104690,107554,1326,1434,3317,13963,25628,63212,0
864,10967,10967,1189893,76,9780440221660.0,2001.0,4.26,103552,120438,5048,736,3692,18829,37362,59819,0
865,10628,10628,2454497,119,9780450042680.0,1978.0,3.96,104248,112357,2038,984,4705,28410,41703,36555,0
866,126232,126232,2318370,109,9781400064560.0,1974.0,3.96,102574,106201,2205,1836,5893,24737,35730,38005,0
867,3867,3867,1882970,96,9780393328620.0,2005.0,3.91,98379,103470,9622,2251,7414,22791,35939,35075,0
868,19302,19302,2056462,215,9780142402500.0,1945.0,4.11,123065,130305,2615,1749,5293,25615,41802,55846,0
869,2967752,2967752,1531887,127,9781933372600.0,2006.0,3.73,101669,118556,15335,6480,11258,25525,39331,35962,0
870,2199,2199,2861004,40,9780743270760.0,2005.0,4.3,102923,107944,5875,3306,3095,11140,31184,59219,0
871,7091488,7091488,6902804,59,9780441018640.0,2010.0,3.88,127379,138027,5325,1531,8555,37227,48154,42560,0
872,11989,11989,2058116,388,9780679720220.0,1947.0,3.97,95803,111823,3494,1430,5671,23913,44261,36548,0
873,78418,78418,888312,97,9780439206490.0,1999.0,3.95,130213,141121,4863,1410,6684,34847,52929,45251,0
874,13547180,13547180,19112736,35,9781451621370.0,2012.0,4.0,92849,103617,8593,1491,4253,21084,42730,34059,1
875,305234,305234,296240,62,9780061214650.0,2007.0,3.69,131034,136316,6591,5909,13879,36275,40331,39922,0
876,420297,420297,561754,55,9780395150240.0,1941.0,4.13,105473,112467,845,2090,5211,21963,29649,53554,0
877,27712,27712,1122661,218,9780525457590.0,1979.0,4.17,109110,124555,4303,1684,4743,21142,39618,57368,0
878,13912,13912,2561274,59,9780571212930.0,1998.0,4.12,98276,100629,1100,2044,3393,16728,36997,41467,0
879,41681,41681,1253187,534,9781884365300.0,1906.0,3.72,97468,109522,4750,3719,9393,29116,39239,28055,0
880,2800905,2800905,2451397,52,9780061662690.0,2008.0,4.03,132285,136832,5830,3330,7629,27219,42153,56501,0
881,63697,63697,882844,124,9780684853950.0,1985.0,4.04,102419,111090,4238,1549,4719,21880,42523,40419,0
882,92364,92364,395229,144,9780060748160.0,1978.0,4.16,93475,99971,1990,578,2147,17130,40554,39562,0
883,78433,78433,3246409,103,9781860498800.0,2000.0,3.95,98464,111284,5908,2340,6203,23409,42565,36767,0
884,23164983,23164983,17377739,29,9781594747360.0,2014.0,4.07,73149,132924,14221,971,4618,25627,54274,47434,1
885,359770,7944648,932849,43,9780375727340.0,1999.0,3.83,55381,104803,3589,3192,7268,24787,38793,30763,0
886,17235026,17235026,23753235,69,9780356500160.0,2014.0,3.93,99729,119493,14701,2427,6277,24649,49720,36420,1
887,77013,77013,481854,134,9780679732260.0,1930.0,3.72,103547,110705,5508,6178,10613,24587,35971,33356,0
888,98573,98573,1285373,33,9780747532030.0,1955.0,4.24,107221,109752,1570,1865,4213,17288,28357,58029,0
889,35729,35729,1593685,57,9780451218050.0,2006.0,4.35,137558,146205,5559,1583,3587,17261,42711,81063,0
890,29580,29580,64823,146,9780553803730.0,1953.0,4.23,96865,105839,1675,394,2296,16502,39942,46705,0
891,91477,91477,855288,59,9780451458120.0,2001.0,4.04,111371,122158,5269,580,4224,26768,49154,41432,0
892,15751404,15751404,21445709,68,9780316204360.0,2011.0,3.9,90083,101707,7317,1768,5208,24303,40901,29527,1
893,870,870,1959820,37,9781591169210.0,2002.0,4.49,93990,94768,1103,972,1734,8737,21751,61574,0
894,64216,64216,1128601,98,9780061020640.0,1989.0,4.32,108652,119069,2610,756,1721,14830,43570,58192,0
895,7815,7815,1659905,57,9781400078430.0,2005.0,3.86,94590,99308,7729,2670,7410,22435,35538,31255,0
896,80660,80660,3106720,98,9780061124300.0,2003.0,4.07,101343,113939,11369,3643,5596,16884,41057,46759,0
897,112537,112537,1882772,151,9781857231590.0,1973.0,4.06,93151,103414,2773,836,3999,20716,40151,37712,0
898,43758,43758,3147123,100,9780345419620.0,1988.0,3.86,110693,117289,1921,1866,8091,31233,39038,37061,0
899,53835,53835,1959512,836,9781593081430.0,1920.0,3.93,102646,114994,5051,2359,6549,25631,42542,37913,0
900,61535,61535,1746717,104,9780199291150.0,1976.0,4.11,96564,101017,2460,2783,4298,15845,33818,44273,0
901,4965,4965,3211895,20,9780142001430.0,2001.0,4.0,104283,108029,8124,1491,4853,21931,43557,36197,0
902,32508,32508,48262,130,9780446612740.0,1992.0,4.08,98591,108388,3068,1487,2971,19722,45422,38786,0
903,667,667,287946,460,9780452281260.0,1938.0,3.62,95620,106766,7096,6095,10982,27984,34074,27631,0
904,10140661,10140661,15038778,50,9781936305630.0,2011.0,4.02,119633,127883,7192,5445,8481,21252,35901,56804,1
905,8073,8073,11045,28,9780689707490.0,1978.0,4.15,104677,105520,1782,1641,4578,19494,30132,49675,0
906,6643090,6643090,6837577,65,9781400068940.0,2010.0,3.87,97745,109311,11386,1652,5870,26114,46749,28926,0
907,5598113,5598113,5769464,73,9780425227510.0,2009.0,4.1,103933,107747,3560,1736,4571,20507,35020,45913,0
908,10909,10909,2532689,69,9780743496710.0,2006.0,3.48,99170,103155,5101,3141,12846,36925,32003,18240,0
909,9067850,9067850,13945952,66,9781423140570.0,2011.0,4.2,116360,123024,4900,869,3653,20425,42668,55409,0
910,51964,51964,50700,64,9780765348270.0,2005.0,4.23,97653,109133,6878,883,2704,14821,42929,47796,0
911,32692,32692,4847031,112,9780831727530.0,1992.0,3.47,100158,105777,2445,6039,14425,32757,28853,23703,0
912,6427,6427,617151,76,9780140255550.0,1996.0,4.11,116171,127548,4045,458,3089,25824,51020,47157,0
913,327847,327847,318479,63,9780684818700.0,1931.0,4.14,102348,105920,1009,3036,4504,17338,31223,49819,0
914,21611,21611,423,98,9780060510860.0,1974.0,4.15,87636,101775,4340,919,3331,16929,39208,41388,0
915,10585,10585,1590722,125,9788497597720.0,1994.0,3.79,100972,109444,2296,3138,9066,28408,35608,33224,0
916,7603,7603,903067,69,9780812971060.0,2003.0,3.57,94696,98413,6576,4270,10670,28610,34061,20802,0
917,944073,944073,929009,82,9780575079790.0,2006.0,4.14,97501,107614,5521,1844,3944,15593,42598,43635,0
918,114955,114955,508999,121,9780786851480.0,2002.0,3.94,108031,114867,2434,1594,5098,27655,44276,36244,0
919,7354,7354,310090,95,9780743225430.0,1993.0,3.83,103151,109047,4044,3321,8054,24808,40446,32418,0
920,22318578,22318578,41711738,94,9781607747310.0,2011.0,3.77,105063,129409,17320,3885,10846,32775,44967,36936,1
921,18460392,18460392,26113532,74,9780385755890.0,2015.0,4.19,132087,146542,21192,2871,6238,21061,45697,70675,1
922,231604,231604,866667,95,9780671011370.0,1997.0,3.86,100369,107636,3098,2579,6023,27054,40072,31908,0
923,17402605,17402605,3354660,85,9780552562520.0,2007.0,3.84,58396,115864,7165,3737,8839,27510,38469,37309,1
924,10964693,10964693,15668403,78,9780374203050.0,2011.0,3.42,90551,99271,10634,4472,12653,33397,33807,14942,1
925,16527,16527,3471915,126,9780061120250.0,1998.0,3.89,89770,96939,3142,1238,4950,24400,39391,26960,0
926,22609317,22609317,42099141,58,9781476789640.0,2015.0,3.48,82504,98163,9278,3530,11319,33135,34874,15305,1
927,270730,270730,262457,22,9780689865190.0,2004.0,4.16,104168,105823,7239,2207,5055,16890,31143,50528,0
928,17675462,17675462,18970934,64,9780545424930.0,2012.0,4.05,121727,159696,20296,4299,7656,26761,57622,63358,1
929,547094,547094,2223519,26,9780312865050.0,1954.0,3.99,98795,102941,4383,1451,5061,22371,38426,35632,0
930,1736739,1736739,3263906,87,9781400062090.0,2008.0,3.78,85019,108518,14175,2907,8772,26625,41160,29054,0
931,20588698,20588698,21933444,71,9780812995000.0,2014.0,3.33,88251,97626,7732,6235,14712,32976,28187,15516,1
932,76865,76865,1094028,63,9780066620990.0,2001.0,4.04,85277,88373,3100,1550,3682,16971,33234,32936,0
933,6137154,6137154,6128277,70,9780803734620.0,2009.0,4.12,98180,133462,9159,2390,6020,22684,45051,57317,0
935,43035,43035,2949952,1085,9780439236200.0,1906.0,3.94,100223,114519,3017,1823,5850,27264,42175,37407,0
936,4978,4978,2754911,105,9781416516930.0,2003.0,4.17,98182,109648,2874,1013,3733,17788,39889,47225,0
937,18116,18116,1943518,81,9780440238610.0,2000.0,4.25,88227,102040,4499,1672,3744,13475,31455,51694,0
938,16081272,16081272,21880254,61,9781480095530.0,2012.0,4.26,117508,127686,10763,2681,4863,16493,35712,67937,1
939,15776309,15776309,21488217,46,9780062225440.0,2013.0,3.82,86965,99269,10243,1616,5754,25360,42578,23961,1
